number,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
324,Italy,The wine's golden hue tells you this is Prosecco from a warmer climate (Conegliano is a few degrees warmer than Valdobbiadene) as do its aromas of mature peach and honeysuckle. The wine tastes flat and big in the mouth and offers sophisticated notes of white pepper and spice.,Matiú Brut,86,12.0,Veneto,Prosecco di Conegliano,,,,L'Antica Quercia 2007 Matiú Brut  (Prosecco di Conegliano),Prosecco,L'Antica Quercia
325,US,"This white has a light, delicate nose of citrus and apricot. On the palate it's smooth and balanced with lush apricot and spice flavors. A touch of acidity gives the wine lift. A lingering finish adds to its poise. Pair with a creamy cheese or sip alone.",,86,11.0,New York,Finger Lakes,Finger Lakes,Susan Kostrzewa,@suskostrzewa,Lucas Vineyards 2007 Vignoles (Finger Lakes),Vignoles,Lucas Vineyards
326,Italy,Drying mineral tones face off with luscious peach flavors to create a well-balanced Extra Dry Prosecco sparkler. The bubbly offers cheerful foaming in the mouth and sweet fruit flavors on the close.,Extra Dry,86,15.0,Veneto,Prosecco di Valdobbiadene,,,,Marsuret NV Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Marsuret
327,Chile,"Opening aromas of vanilla cookie show a resemblance to Animal Crackers, while the palate is more vivacious and tangy, with flavors of orange, tangerine and apple. We wouldn't call this an elegant or refined wine, but we like its no-issues attitude and citrusy content. Probably good with salads and seafood.",Legado Reserva,86,18.0,Limarí Valley,,,Michael Schachner,@wineschach,De Martino 2007 Legado Reserva Chardonnay (Limarí Valley),Chardonnay,De Martino
328,US,"This New World blend of Sauvignon Blanc, Sémillon, Chardonnay and Viognier is very fruity. It offers a blast of pineapples, honeysuckles, peaches and figs, with a coating of oaky, vanilla buttercream.",Alluvium Blanc,86,16.0,California,Knights Valley,Sonoma,,,Beringer 2007 Alluvium Blanc White (Knights Valley),White Blend,Beringer
329,US,"With a fruity-sugary finish, this Zin will appeal to folks who like their red wines a little on the sweet side. It has pleasantly ripe flavors of black cherries, raspberries, red currants, root beer, mocha and pepper.",Reserve,86,34.0,California,Mendocino,,,,Brutocao 2006 Reserve Zinfandel (Mendocino),Zinfandel,Brutocao
330,US,"This Rhône-style blend is a little rustic and sharp in tannins and acids. It shows a polished core of jammy blackberries, cherries and spices, and could develop in a year or two.",Lila's Cuvée,86,40.0,California,Central Coast,Central Coast,,,Clos La Chance 2006 Lila's Cuvée Red (Central Coast),Red Blend,Clos La Chance
331,Chile,"Frosted aromas of orange creamsicle, lychee and melon give this an elevated, unique sort of bouquet. Among Chilean Gewürztraminers, this is one of the more expressive ones you'll find. Pineapple, mango and other tropical flavors are pleasant, while the feel is forward and fun. Drink this summer with fish and salads.",Visión,86,15.0,Casablanca Valley,,,Michael Schachner,@wineschach,Cono Sur 2008 Visión Gewürztraminer (Casablanca Valley),Gewürztraminer,Cono Sur
332,Italy,"This Prosecco Brut from the slightly warmer Conegliano subzone is a perfect example of its kind. The luminous sparkler offers drying mineral tones that are embellished by pretty notes of white rose, honey, stone fruit and citrus. The mouthfeel is lean, smooth and fresh.",Palazzo Rosso Brut,86,19.0,Veneto,Prosecco di Conegliano,,,,Sommariva NV Palazzo Rosso Brut  (Prosecco di Conegliano),Prosecco,Sommariva
333,Italy,This crisp sparkler is characterized by drying mineral tones and delicate aromas of stone fruit and citrus. The wine is foamy and slightly sweet in the mouth and does an excellent job of representing this category of Italian wine.,Col del Sas Extra Dry,86,18.0,Veneto,Prosecco di Valdobbiadene,,,,Spagnol NV Col del Sas Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Spagnol
334,France,"A ripe, fruity wine that takes its raspberry flavor from the color. The wine has softness, a creamy character that rounds out any acidity, leaving a smooth, fruity finish.",Mosaïque Rosé Brut,86,42.0,Champagne,Champagne,,Roger Voss,@vossroger,Jacquart NV Mosaïque Rosé Brut  (Champagne),Champagne Blend,Jacquart
335,Italy,"There's a unique note here of mature fruit, chopped basil or peppermint with a hint of spice or chopped white peppercorn. The bubbling seems less frothy and the wine has a flat, big feel in the mouth. Grapes were farmed organically and the wine is from the 2007 vintage, which may explain its distinctive style.",Arió Extra Dry,86,15.0,Veneto,Prosecco di Conegliano,,,,L'Antica Quercia 2007 Arió Extra Dry  (Prosecco di Conegliano),Prosecco,L'Antica Quercia
336,Chile,"Gritty, heavily roasted aromas of peanuts and herbal berry fruits lead to a scratchy, tannic palate. This tastes of burnt oak, raw plum and currant, while the finish tastes briny and harsh. The 2012 version of this wine was much better. This is rough from front to back.",Costa,83,35.0,Colchagua Costa,,,Michael Schachner,@wineschach,Koyle 2015 Costa Pinot Noir (Colchagua Costa),Pinot Noir,Koyle
337,France,"An easy and inviting selection, there's a mentholated streak to the soft red currant and cherry core of this wine. Light and breezy on the palate, it offers thin, quickly dissipating flavors and a fleeting finish.",,83,16.0,Languedoc-Roussillon,Languedoc,,Lauren Buzzeo,@laurbuzz,Château Notre Dame du Quatourze 2015 Rosé (Languedoc),Rosé,Château Notre Dame du Quatourze
338,France,The wine is earthy and somewhat rustic. There is fruit but it is spoiled by a spicy pepper edge. Chill this drastically.,,82,11.0,Provence,Coteaux Varois en Provence,,Roger Voss,@vossroger,Mémoires 2015 Rosé (Coteaux Varois en Provence),Rosé,Mémoires
339,Spain,"Red in color, with berry and apple aromas, this is sweet, with a heavy body and light effervescence.",1887 Rosado,82,13.0,Catalonia,Cava,,Michael Schachner,@wineschach,Cavas Hill NV 1887 Rosado Sparkling (Cava),Sparkling Blend,Cavas Hill
340,France,"The nose is muted, despite the slight spritz of the wine, while the palate is equally toned down. It's a rounded if not very expressive white wine.",Tradition,82,18.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Antoine Moltès & Fils 2015 Tradition Pinot Gris (Alsace),Pinot Gris,Antoine Moltès & Fils
341,US,"Plummy and hinting at black cherry, this wine is otherwise soft and simple, with a distracting, full-throttled descent into raisin cake and prune.",Serracino Reserve,82,48.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Pezzi King 2013 Serracino Reserve Zinfandel (Dry Creek Valley),Zinfandel,Pezzi King
342,Spain,"Funky, yeasty aromas of cinnamon, spent lees and bread yeast dominate the nose. This feels foamy, with lightly vegetal flavors of apple that finish briny.",,82,11.0,Catalonia,Cava,,Michael Schachner,@wineschach,Bellisco NV Sparkling (Cava),Sparkling Blend,Bellisco
343,Chile,"Jumpy on the nose at first, but then green tea and grassy aromas take over. This PN is what it is: it tastes grassy, leafy and like green beans. Vegetal notes carry over to the finish.",Grand Reserve,81,20.0,Rapel Valley,,,Michael Schachner,@wineschach,Pura 8 2010 Grand Reserve Pinot Noir (Rapel Valley),Pinot Noir,Pura 8
344,Chile,"Aromas of pumpkin, squash and corn chips are stale and not inviting. There's an acceptable mouthfeel to this weird, unbalanced Chardonnay along with flavors of spiced squash, mealy apple and sautéed root vegetables.",Gran Reserva,80,19.0,Leyda Valley,,,Michael Schachner,@wineschach,Viña Tarapacá 2015 Gran Reserva Chardonnay (Leyda Valley),Chardonnay,Viña Tarapacá
345,Australia,"This wine contains some material over 100 years old, but shows no signs of fragility. Instead, it's concentrated through age and should hold in the bottle indefinitely. It's dark coffee-brown in color, with delectable aromas of rancio, dried fig, molasses and black tea, yet despite enormous concentration avoids excessive weight. And it's amazingly complex and fresh on the nearly endless finish.",Rare,100,350.0,Victoria,Rutherglen,,Joe Czerwinski,@JoeCz,Chambers Rosewood Vineyards NV Rare Muscat (Rutherglen),Muscat,Chambers Rosewood Vineyards
346,Australia,"This deep brown wine smells like a damp, mossy cave. Then add complex rancio notes, plus maple syrup and molasses. It's full, round and harmonious, wonderfully rich yet without any sense of heaviness and long and bright on the finish.",Rare,98,350.0,Victoria,Rutherglen,,Joe Czerwinski,@JoeCz,Chambers Rosewood Vineyards NV Rare Muscadelle (Rutherglen),Muscadelle,Chambers Rosewood Vineyards
347,Germany,"Dusty, saffron-spiced earthiness is juxtaposed against intense mango and tangerine fruitiness in this deeply complex wine. It's unctuously sweet, but balanced by a piercing streak of acidity that penetrates through the midpalate. Spry and silken, it finishes on a long lingering whisper of honey and peach.",Kiedrich Gräfenberg Trockenbeerenauslese,97,775.0,Rheingau,,,Anna Lee C. Iijima,,Robert Weil 2014 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),Riesling,Robert Weil
348,Australia,"Deep mahogany. Dried fig and black tea on the nose, then concentrated mocha and molasses flavors, enlivened by candied orange zest. Full, rich and sweet, but surprisingly drinkable, with terrific intensity and length.",Grand,97,100.0,Victoria,Rutherglen,,Joe Czerwinski,@JoeCz,Chambers Rosewood Vineyards NV Grand Muscat (Rutherglen),Muscat,Chambers Rosewood Vineyards
349,Australia,"RunRig is always complex, and the 2012 doesn't disappoint in that regard, mixing bacony-meaty notes with hints of black olives and ripe plums. The tannins are supremely supple, but the acids are crisp, resulting in a long, mouthwatering finish. Drink now–2030.",RunRig,97,225.0,South Australia,Barossa,,Joe Czerwinski,@JoeCz,Torbreck 2012 RunRig Shiraz-Viognier (Barossa),Shiraz-Viognier,Torbreck
350,Italy,"After a few minutes in the glass, this stunning wine opens up to reveal classic Nebbiolo aromas of leather, tilled soil, underbrush, fragrant blue flower and ripe berry. The juicy concentrated palate dishes out layers of succulent black cherry, crushed raspberry, anise and pipe tobacco framed in firm, velvety tannins. Drink 2022–2035.",Vignolo Riserva,97,150.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Cavallotto 2010 Vignolo Riserva  (Barolo),Nebbiolo,Cavallotto
351,Hungary,"This amber-colored Hungarian stunner has ethereal aromas of raw honey, beeswax, freshly baked tarte Tatin, canned apricot and fresh pear. It is silky smooth and creamy in the mouth with pronounced flavors of clover honey, pear tart and baked sweet apples. The acidity is perfectly balanced so you can appreciate its velvety richness without feeling that the sweetness is too cloying.",Eszencia,96,320.0,Tokaji,,,Jeff Jenssen,@worldwineguys,Oremus 2005 Eszencia  (Tokaji),Furmint,Oremus
352,US,"Citrus-kissed saltiness lies at the core of this incredibly delicious, deliriously crafted wine, from the great grape grower in the heart of the Russian River Valley. Beautifully crisp, it lingers in stony minerality and a freshness of apricot, memorable from first sip to last.",South River,96,68.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Rochioli 2014 South River Chardonnay (Russian River Valley),Chardonnay,Rochioli
353,France,"This beautiful, rich wine has yellow fruits and is concentrated, tightly textured and conveys a ripe character. The touches of wood are just right, adding spice to the opulent fruitiness. A mineral texture gives some tightness to the aftertaste. Drink from 2024.",Le Montrachet,96,630.0,Burgundy,Montrachet,,Roger Voss,@vossroger,Louis Latour 2014 Le Montrachet  (Montrachet),Chardonnay,Louis Latour
354,Germany,"Whiffs of white mushroom, saffron and caramel lend complexity to this concentrated elixir of apricots and orange peels. It's honeyed and sweet but vivaciously balanced, glazing the palate in ethereal textures of gossamer and tulle. The caramel finish lingers endlessly.",Kiedrich Gräfenberg Beerenauslese,96,365.0,Rheingau,,,Anna Lee C. Iijima,,Robert Weil 2014 Kiedrich Gräfenberg Beerenauslese Riesling (Rheingau),Riesling,Robert Weil
355,US,"A waft of smoky char and toasty oak provide a rich foundation and compelling entry into this one-acre vineyard-designate from the historic grower, before unleashing, slowly, a torrent of melon and fresh-cut apple with a length of intriguing nutmeg and cardamom. Medium-bodied and lush, it will remain on your palate memory a long time.",Sweetwater,96,68.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Rochioli 2014 Sweetwater Chardonnay (Russian River Valley),Chardonnay,Rochioli
356,Australia,"Dusty, firm, powerful: just a few apt descriptors for this vintage of one of Heathcote's top wines. Mocha, licorice and blackberries feature on the nose, while the palate delivers more of the same—dark fruit, chocolate and plenty of spice. Best after 2020.",Georgia's Paddock,95,85.0,Victoria,Heathcote,,Joe Czerwinski,@JoeCz,Jasper Hill 2013 Georgia's Paddock Shiraz (Heathcote),Shiraz,Jasper Hill
357,France,"Produced from vines more than 100 years old in the heart of the Clos de Vougeot vineyard, this is an impressive wine with a long future. The wood aging is already surrounded by ripe, intense black fruits. A fresher character comes from the bright acidity of the vintage, giving the wine a lift. The aftertaste is long and concentrated. Drink from 2024.",Vieilles Vignes,95,350.0,Burgundy,Clos de Vougeot,,Roger Voss,@vossroger,Château de la Tour 2013 Vieilles Vignes  (Clos de Vougeot),Pinot Noir,Château de la Tour
358,Germany,"Intensely fragrant, this honey-sweet auslese wafts of ripe yellow peaches and caramelized sugar. Tropical mango, pineapple and melon collide on the palate before falling neatly in line against a strike of high-toned acidity. The finish is luxuriously long, peppered by a faint dusting of saffron. It's a stunner already but should shine brightly for decades to come.",Hattenheimer Hassel Auslese,95,66.0,Rheingau,,,Anna Lee C. Iijima,,Weingut Hans Bausch 2011 Hattenheimer Hassel Auslese Riesling (Rheingau),Riesling,Weingut Hans Bausch
